VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,PULocationID,DOLocationID,payment_type,fare_amount,extra,tip_amount,tolls_amount,congestion_surcharge,total_amount
2,2024-01-06 18:55:00,2024-01-06 19:49:00,1,0.42,1,211,31,1,2.5,0.0,0.03,6.55,0.0,9.08
2,2024-01-04 02:51:00,2024-01-04 03:34:00,2,0.85,2,37,233,1,4.37,1.0,0.8,0.0,2.5,8.67
2,2024-01-08 17:30:00,2024-01-08 17:43:00,2,1.61,3,89,35,2,7.72,0.0,0.14,6.55,0.0,14.41
2,2024-01-06 07:31:00,2024-01-06 08:06:00,4,3.66,1,255,21,1,15.52,1.0,0.84,6.55,2.5,26.41
1,2024-01-14 21:40:00,2024-01-14 22:32:00,4,3.09,1,214,111,2,11.19,0.5,1.15,0.0,2.5,15.34
2,2024-01-01 19:27:00,2024-01-01 20:07:00,3,2.39,3,14,145,2,6.69,0.0,0.0,0.0,0.0,6.69
2,2024-01-01 17:42:00,2024-01-01 18:11:00,4,0.39,3,192,12,1,4.23,1.0,0.0,6.55,0.0,11.780000000000001
2,2024-01-13 21:00:00,2024-01-13 21:36:00,1,1.82,1,182,244,1,8.38,1.0,0.0,6.55,0.0,15.93
2,2024-01-08 18:14:00,2024-01-08 18:31:00,1,0.21,2,130,146,1,4.05,1.0,1.11,0.0,2.5,8.66
1,2024-01-04 06:49:00,2024-01-04 07:23:00,2,1.09,3,224,239,2,8.35,1.0,3.67,0.0,0.0,13.02
2,2024-01-07 11:48:00,2024-01-07 12:11:00,4,1.23,1,43,92,1,8.99,0.5,1.58,0.0,0.0,11.07
2,2024-01-04 16:54:00,2024-01-04 17:42:00,2,0.09,1,181,115,1,2.5,0.0,0.09,6.55,0.0,9.14
1,2024-01-07 04:44:00,2024-01-07 04:51:00,1,0.74,2,169,15,2,3.53,0.0,0.0,0.0,0.0,3.53
1,2024-01-04 00:10:00,2024-01-04 00:18:00,1,7.17,1,96,22,1,20.48,0.0,0.19,0.0,0.0,20.67
2,2024-01-05 17:21:00,2024-01-05 18:01:00,1,7.06,1,203,118,2,24.52,0.0,2.0,0.0,0.0,26.52
2,2024-01-04 08:46:00,2024-01-04 09:10:00,1,1.0,2,68,95,1,9.42,0.0,4.62,0.0,0.0,14.04
2,2024-01-05 16:11:00,2024-01-05 16:31:00,3,0.1,1,92,257,2,2.5,0.0,0.18,6.55,0.0,9.23
2,2024-01-11 16:08:00,2024-01-11 16:24:00,2,0.45,1,178,87,1,3.66,1.0,1.78,0.0,2.5,8.940000000000001
2,2024-01-13 00:57:00,2024-01-13 01:09:00,1,1.15,1,151,58,1,9.89,0.0,3.83,6.55,0.0,20.27
2,2024-01-02 18:19:00,2024-01-02 19:07:00,2,6.79,2,47,230,1,23.28,1.0,0.0,0.0,2.5,26.78
1,2024-01-05 21:36:00,2024-01-05 21:51:00,1,0.35,2,3,108,1,5.07,0.5,2.83,0.0,0.0,8.4
1,2024-01-08 23:56:00,2024-01-09 00:29:00,1,3.32,3,103,19,1,9.32,1.0,0.72,0.0,2.5,13.540000000000001
2,2024-01-08 23:33:00,2024-01-09 00:05:00,1,0.26,1,22,141,2,5.42,0.5,2.65,0.0,2.5,11.07
2,2024-01-02 01:42:00,2024-01-02 01:47:00,1,9.15,1,116,160,1,26.3,0.0,2.69,0.0,2.5,31.490000000000002
2,2024-01-10 16:44:00,2024-01-10 17:16:00,3,1.11,1,104,100,2,3.27,0.5,2.65,0.0,0.0,6.42
1,2024-01-13 04:55:00,2024-01-13 05:03:00,1,3.43,3,259,238,1,11.74,0.5,4.24,6.55,2.5,25.53
2,2024-01-05 09:13:00,2024-01-05 09:44:00,1,0.96,1,130,238,1,4.22,1.0,0.2,0.0,2.5,7.92
1,2024-01-14 05:45:00,2024-01-14 05:55:00,1,2.27,1,48,49,2,8.8,1.0,0.25,6.55,0.0,16.6
1,2024-01-13 10:44:00,2024-01-13 11:30:00,2,0.49,1,27,165,1,2.5,0.5,0.0,0.0,0.0,3.0
2,2024-01-10 14:07:00,2024-01-10 14:54:00,4,0.36,1,15,59,1,6.41,0.5,0.0,0.0,2.5,9.41
1,2024-01-07 15:40:00,2024-01-07 16:25:00,1,6.4,1,134,183,1,23.74,0.0,1.38,0.0,0.0,25.119999999999997
2,2024-01-13 07:49:00,2024-01-13 08:35:00,1,5.74,2,76,147,1,16.07,1.0,7.11,0.0,0.0,24.18
1,2024-01-07 00:51:00,2024-01-07 01:26:00,3,5.02,3,30,96,1,19.5,0.5,6.12,0.0,0.0,26.12
2,2024-01-06 04:54:00,2024-01-06 05:13:00,3,2.26,1,126,43,1,7.3,1.0,5.13,6.55,2.5,22.48
2,2024-01-03 23:52:00,2024-01-04 00:42:00,4,3.8,1,84,257,1,15.78,0.0,5.29,0.0,2.5,23.57
1,2024-01-01 22:04:00,2024-01-01 22:17:00,2,0.16,1,54,213,2,3.28,0.0,5.03,0.0,0.0,8.31
1,2024-01-03 04:21:00,2024-01-03 04:36:00,4,0.94,3,222,189,1,5.7,0.5,0.0,6.55,2.5,15.25
1,2024-01-14 19:10:00,2024-01-14 20:02:00,2,0.87,1,2,131,1,4.97,0.0,2.61,0.0,0.0,7.58
2,2024-01-02 06:10:00,2024-01-02 06:23:00,3,2.32,1,146,137,1,12.53,0.5,0.05,6.55,0.0,19.63
1,2024-01-05 13:48:00,2024-01-05 14:21:00,2,1.01,1,18,30,1,2.83,1.0,0.0,0.0,0.0,3.83
1,2024-01-14 09:47:00,2024-01-14 10:17:00,3,0.37,3,16,146,1,5.56,1.0,0.32,0.0,0.0,6.88
2,2024-01-04 16:21:00,2024-01-04 17:07:00,2,2.09,2,159,105,1,11.61,0.5,0.0,0.0,0.0,12.11
2,2024-01-11 18:05:00,2024-01-11 18:13:00,1,3.87,2,209,191,1,15.63,0.5,0.27,0.0,2.5,18.900000000000002
1,2024-01-09 03:14:00,2024-01-09 03:57:00,3,1.11,1,205,178,1,11.92,0.5,0.0,6.55,0.0,18.97
1,2024-01-04 07:08:00,2024-01-04 07:26:00,4,0.33,2,113,239,2,2.6,1.0,2.4,6.55,2.5,15.05
1,2024-01-07 13:15:00,2024-01-07 13:21:00,2,0.5,3,178,1,1,6.79,1.0,0.82,0.0,0.0,8.61
2,2024-01-03 13:49:00,2024-01-03 14:26:00,2,0.62,1,209,110,1,4.47,0.0,3.47,6.55,0.0,14.489999999999998
2,2024-01-10 02:36:00,2024-01-10 03:26:00,3,0.82,1,124,234,1,8.38,0.0,1.47,6.55,2.5,18.900000000000002
1,2024-01-07 15:36:00,2024-01-07 16:04:00,1,2.37,1,15,64,2,9.62,1.0,0.34,6.55,2.5,20.009999999999998
2,2024-01-08 01:10:00,2024-01-08 01:24:00,2,2.11,1,45,244,2,7.94,1.0,4.75,0.0,2.5,16.19
1,2024-01-14 12:16:00,2024-01-14 12:29:00,4,2.74,3,94,53,1,13.94,0.5,0.0,0.0,2.5,16.939999999999998
1,2024-01-05 12:50:00,2024-01-05 13:29:00,1,1.04,1,107,17,1,4.68,1.0,0.0,0.0,0.0,5.68
2,2024-01-08 01:48:00,2024-01-08 02:15:00,2,4.0,1,128,234,2,11.2,1.0,0.76,0.0,0.0,12.959999999999999
1,2024-01-11 04:43:00,2024-01-11 05:03:00,1,0.53,1,38,73,1,3.19,0.0,1.53,0.0,2.5,7.22
1,2024-01-01 08:24:00,2024-01-01 08:45:00,1,1.46,2,97,91,1,8.64,0.0,3.73,0.0,2.5,14.870000000000001
2,2024-01-01 20:14:00,2024-01-01 20:39:00,3,3.71,1,198,6,2,16.87,0.5,0.0,0.0,2.5,19.87
1,2024-01-02 01:31:00,2024-01-02 02:11:00,4,0.46,3,192,198,2,4.57,0.0,0.0,0.0,2.5,7.07
1,2024-01-01 13:43:00,2024-01-01 14:03:00,4,0.27,1,7,196,1,7.05,0.5,0.16,6.55,2.5,16.759999999999998
2,2024-01-13 00:32:00,2024-01-13 01:00:00,2,4.95,1,44,137,2,13.86,1.0,1.68,0.0,2.5,19.04
1,2024-01-04 11:49:00,2024-01-04 11:57:00,1,0.97,3,7,116,1,4.61,1.0,0.0,0.0,2.5,8.11
1,2024-01-10 07:48:00,2024-01-10 07:54:00,1,2.65,3,194,43,1,9.7,0.5,6.41,0.0,2.5,19.11
2,2024-01-12 11:17:00,2024-01-12 12:03:00,2,0.06,2,1,231,2,2.88,0.0,0.58,0.0,0.0,3.46
2,2024-01-02 11:05:00,2024-01-02 11:58:00,3,2.69,1,62,58,1,10.74,0.0,0.34,0.0,0.0,11.08
2,2024-01-03 12:27:00,2024-01-03 12:58:00,1,0.87,1,89,206,2,7.16,1.0,0.0,0.0,2.5,10.66
1,2024-01-10 00:12:00,2024-01-10 00:48:00,2,0.13,1,18,94,2,2.5,0.0,0.09,0.0,0.0,2.59
2,2024-01-02 06:52:00,2024-01-02 07:11:00,3,2.16,2,108,36,2,9.4,0.5,1.46,0.0,2.5,13.86
1,2024-01-04 09:50:00,2024-01-04 10:35:00,2,0.63,3,135,230,2,4.65,1.0,3.5,6.55,0.0,15.7
2,2024-01-08 15:23:00,2024-01-08 16:08:00,1,1.12,2,67,227,1,3.82,0.0,1.81,6.55,2.5,14.68
1,2024-01-10 14:43:00,2024-01-10 15:01:00,2,0.19,2,93,183,2,3.25,1.0,0.46,0.0,0.0,4.71
1,2024-01-09 03:04:00,2024-01-09 03:08:00,3,0.37,1,138,131,1,3.68,1.0,1.47,0.0,2.5,8.649999999999999
2,2024-01-11 22:41:00,2024-01-11 23:17:00,2,0.81,1,189,65,1,4.86,0.0,5.59,0.0,0.0,10.45
1,2024-01-05 07:10:00,2024-01-05 07:20:00,1,0.22,2,59,186,1,3.7,0.5,2.11,0.0,0.0,6.3100000000000005
1,2024-01-13 06:00:00,2024-01-13 06:15:00,4,5.56,2,187,117,2,18.76,0.0,0.0,0.0,2.5,21.26
2,2024-01-14 17:20:00,2024-01-14 18:04:00,2,0.01,2,235,186,1,2.5,0.0,0.9,0.0,0.0,3.4
1,2024-01-04 22:05:00,2024-01-04 22:15:00,1,1.52,1,69,151,1,10.44,0.0,0.46,6.55,0.0,17.45
1,2024-01-14 19:10:00,2024-01-14 19:42:00,1,0.3,2,98,151,1,2.5,0.0,0.65,0.0,0.0,3.15
1,2024-01-14 20:48:00,2024-01-14 21:22:00,3,0.85,2,8,36,1,3.58,0.0,1.68,0.0,0.0,5.26
2,2024-01-07 15:48:00,2024-01-07 16:26:00,2,5.99,3,134,95,2,26.72,0.0,0.0,0.0,2.5,29.22
2,2024-01-09 05:09:00,2024-01-09 05:58:00,4,0.41,1,56,134,2,2.5,0.5,1.72,0.0,2.5,7.22
2,2024-01-06 14:13:00,2024-01-06 14:45:00,2,7.77,2,114,162,1,21.76,1.0,2.71,0.0,2.5,27.970000000000002
2,2024-01-03 07:30:00,2024-01-03 07:33:00,1,0.53,2,88,44,1,6.32,0.5,2.92,0.0,0.0,9.74
2,2024-01-14 06:07:00,2024-01-14 06:52:00,1,3.11,1,138,240,2,8.71,0.0,0.4,0.0,2.5,11.610000000000001
2,2024-01-07 00:22:00,2024-01-07 01:03:00,2,1.82,1,108,52,2,7.51,0.5,3.05,0.0,0.0,11.059999999999999
2,2024-01-05 22:34:00,2024-01-05 22:53:00,1,4.96,1,23,74,1,22.25,1.0,2.46,0.0,0.0,25.71
2,2024-01-10 06:03:00,2024-01-10 06:25:00,2,1.86,3,144,238,2,5.21,0.5,0.0,0.0,0.0,5.71
1,2024-01-01 22:33:00,2024-01-01 22:59:00,2,1.76,1,144,167,1,4.93,0.0,0.13,6.55,2.5,14.11
1,2024-01-08 14:55:00,2024-01-08 15:47:00,2,0.5,1,56,140,1,2.5,1.0,0.0,6.55,2.5,12.55
1,2024-01-08 15:43:00,2024-01-08 16:07:00,1,0.42,1,108,139,1,6.42,0.0,1.06,6.55,0.0,14.030000000000001
1,2024-01-01 11:07:00,2024-01-01 11:38:00,2,5.71,1,6,235,1,21.8,0.0,0.0,0.0,0.0,21.8
2,2024-01-07 11:37:00,2024-01-07 12:01:00,2,0.91,3,30,3,2,4.27,1.0,0.0,0.0,2.5,7.77
1,2024-01-10 11:39:00,2024-01-10 12:25:00,3,1.07,2,127,256,2,7.7,1.0,0.0,6.55,0.0,15.25
1,2024-01-03 13:59:00,2024-01-03 14:10:00,3,3.28,3,121,4,1,15.66,0.0,6.95,0.0,0.0,22.61
1,2024-01-14 06:49:00,2024-01-14 07:28:00,2,0.95,2,99,212,1,10.13,0.5,0.0,0.0,2.5,13.13
1,2024-01-06 04:43:00,2024-01-06 04:55:00,2,6.99,1,166,216,1,21.96,1.0,0.0,0.0,2.5,25.46
1,2024-01-01 08:59:00,2024-01-01 09:37:00,2,3.08,1,241,16,1,8.62,0.5,6.25,0.0,0.0,15.37
2,2024-01-04 10:44:00,2024-01-04 11:23:00,1,2.09,1,50,64,1,6.8,0.5,2.12,0.0,2.5,11.92
2,2024-01-04 08:35:00,2024-01-04 09:05:00,1,4.89,1,73,239,1,15.62,1.0,2.85,0.0,0.0,19.47
1,2024-01-14 23:59:00,2024-01-15 00:29:00,4,0.12,1,52,16,1,2.69,0.5,0.73,0.0,0.0,3.92
1,2024-01-05 04:42:00,2024-01-05 05:26:00,1,0.68,1,227,52,1,4.43,1.0,1.96,0.0,2.5,9.89
1,2024-01-11 07:17:00,2024-01-11 08:02:00,4,1.44,1,193,19,1,9.83,1.0,0.34,0.0,0.0,11.17
1,2024-01-06 01:52:00,2024-01-06 02:15:00,1,0.59,2,239,93,1,7.84,1.0,1.14,0.0,2.5,12.48
2,2024-01-04 16:40:00,2024-01-04 17:06:00,1,3.13,3,10,17,1,11.33,1.0,0.07,0.0,2.5,14.9
1,2024-01-10 04:16:00,2024-01-10 05:00:00,4,5.79,1,228,111,2,21.96,0.5,0.54,0.0,2.5,25.5
2,2024-01-02 22:19:00,2024-01-02 23:01:00,2,1.27,1,52,94,1,7.45,0.5,0.0,0.0,0.0,7.95
1,2024-01-13 00:28:00,2024-01-13 00:32:00,3,0.96,3,240,10,1,5.85,1.0,1.08,0.0,2.5,10.43
2,2024-01-02 02:21:00,2024-01-02 02:31:00,1,7.49,3,99,212,2,26.24,1.0,4.07,0.0,0.0,31.31
2,2024-01-14 16:28:00,2024-01-14 17:18:00,4,1.35,3,81,237,1,6.96,1.0,0.0,6.55,0.0,14.51
2,2024-01-09 19:17:00,2024-01-09 19:46:00,2,1.54,1,13,254,2,12.46,1.0,0.0,6.55,2.5,22.51
1,2024-01-04 23:13:00,2024-01-04 23:37:00,2,1.0,1,128,16,2,2.8,0.0,0.0,0.0,0.0,2.8
1,2024-01-12 13:19:00,2024-01-12 13:58:00,1,5.53,1,11,144,1,17.2,0.5,1.57,0.0,2.5,21.77
2,2024-01-04 08:04:00,2024-01-04 08:33:00,2,1.94,1,81,42,1,8.12,0.5,0.59,0.0,2.5,11.709999999999999
1,2024-01-13 15:42:00,2024-01-13 16:13:00,3,3.3,1,6,3,2,13.34,1.0,5.62,6.55,2.5,29.01
1,2024-01-08 00:56:00,2024-01-08 01:01:00,1,3.84,1,222,156,2,16.92,0.0,0.0,0.0,0.0,16.92
2,2024-01-01 00:09:00,2024-01-01 00:55:00,4,0.96,1,81,173,2,5.63,0.0,0.0,6.55,2.5,14.68
1,2024-01-14 08:55:00,2024-01-14 09:10:00,4,1.31,3,3,24,1,3.67,0.0,2.14,0.0,2.5,8.31
2,2024-01-04 13:24:00,2024-01-04 14:11:00,3,4.34,1,60,75,1,17.26,1.0,0.0,0.0,2.5,20.76
1,2024-01-01 16:55:00,2024-01-01 17:07:00,4,1.04,1,221,40,1,7.8,0.0,0.6,0.0,0.0,8.4
1,2024-01-02 12:33:00,2024-01-02 13:11:00,1,3.63,3,49,40,1,10.16,1.0,1.24,0.0,0.0,12.4
2,2024-01-06 20:15:00,2024-01-06 20:26:00,3,6.51,1,228,62,1,21.22,0.0,4.54,6.55,2.5,34.809999999999995
2,2024-01-10 09:50:00,2024-01-10 10:19:00,2,2.24,3,193,238,1,6.27,1.0,3.99,0.0,2.5,13.76
2,2024-01-11 01:52:00,2024-01-11 02:28:00,4,3.11,1,257,245,2,10.05,1.0,6.24,0.0,2.5,19.79
2,2024-01-03 21:18:00,2024-01-03 22:11:00,4,3.76,2,103,18,2,11.27,0.5,0.81,6.55,0.0,19.13
1,2024-01-05 20:10:00,2024-01-05 20:13:00,1,4.29,1,146,140,1,17.04,1.0,1.08,0.0,0.0,19.119999999999997
1,2024-01-05 19:38:00,2024-01-05 20:12:00,1,1.16,1,257,82,2,6.54,0.0,0.04,0.0,0.0,6.58
1,2024-01-10 13:32:00,2024-01-10 13:59:00,1,0.12,3,189,189,2,2.5,0.5,6.3,0.0,2.5,11.8
2,2024-01-13 12:17:00,2024-01-13 12:48:00,3,1.18,3,178,108,1,8.5,0.0,0.88,0.0,0.0,9.38
1,2024-01-08 04:24:00,2024-01-08 04:33:00,2,2.58,3,16,234,1,7.22,1.0,1.14,0.0,2.5,11.86
1,2024-01-06 01:06:00,2024-01-06 01:57:00,3,1.38,1,86,104,2,7.69,0.5,5.24,0.0,0.0,13.430000000000001
1,2024-01-07 01:02:00,2024-01-07 01:07:00,2,3.18,1,248,134,1,9.87,1.0,1.65,6.55,2.5,21.57
2,2024-01-01 06:24:00,2024-01-01 06:46:00,2,1.02,1,217,33,1,4.94,1.0,0.0,6.55,0.0,12.49
2,2024-01-01 06:44:00,2024-01-01 07:06:00,2,2.32,2,42,237,1,10.76,0.0,0.0,0.0,0.0,10.76
1,2024-01-06 16:15:00,2024-01-06 16:47:00,3,0.47,1,194,178,1,5.62,0.0,1.52,0.0,0.0,7.140000000000001
1,2024-01-11 12:38:00,2024-01-11 13:15:00,3,3.18,1,163,12,1,15.25,0.0,0.0,0.0,0.0,15.25
2,2024-01-09 20:43:00,2024-01-09 21:20:00,1,1.81,1,130,229,1,7.86,0.5,0.0,0.0,2.5,10.86
2,2024-01-13 18:24:00,2024-01-13 19:15:00,2,0.52,2,177,131,2,5.22,0.0,0.0,6.55,2.5,14.27
2,2024-01-07 20:20:00,2024-01-07 21:01:00,1,0.79,1,27,249,1,4.12,1.0,0.07,0.0,2.5,7.69
2,2024-01-05 03:49:00,2024-01-05 04:18:00,2,3.18,3,85,58,1,12.36,0.5,0.9,0.0,0.0,13.76
1,2024-01-11 11:46:00,2024-01-11 12:14:00,1,1.52,1,196,4,1,8.35,0.0,0.0,0.0,2.5,10.85
2,2024-01-13 09:24:00,2024-01-13 09:40:00,1,0.56,1,243,236,2,4.32,0.0,0.0,6.55,0.0,10.870000000000001
1,2024-01-03 12:36:00,2024-01-03 12:55:00,3,7.86,2,177,173,2,22.01,0.0,2.07,6.55,0.0,30.630000000000003
2,2024-01-08 13:56:00,2024-01-08 14:16:00,4,2.89,1,130,36,1,11.92,1.0,1.63,6.55,0.0,21.1
1,2024-01-04 08:09:00,2024-01-04 08:56:00,1,7.24,1,145,237,1,24.18,0.0,0.0,0.0,2.5,26.68
1,2024-01-10 08:16:00,2024-01-10 09:10:00,1,1.28,1,83,58,1,4.88,1.0,0.0,6.55,0.0,12.43
2,2024-01-11 17:24:00,2024-01-11 17:55:00,2,1.48,3,88,18,2,4.14,0.5,3.34,6.55,0.0,14.53
1,2024-01-05 03:57:00,2024-01-05 04:19:00,4,5.25,2,20,36,2,21.39,0.0,1.62,6.55,0.0,29.560000000000002
1,2024-01-02 10:08:00,2024-01-02 10:37:00,3,1.71,2,230,129,1,9.02,1.0,1.02,0.0,0.0,11.04
1,2024-01-09 13:38:00,2024-01-09 13:58:00,1,2.83,1,126,1,1,10.35,0.0,7.4,0.0,2.5,20.25
2,2024-01-12 21:00:00,2024-01-12 21:06:00,3,0.67,2,51,64,1,2.5,0.0,0.38,0.0,2.5,5.38
2,2024-01-04 03:44:00,2024-01-04 03:47:00,1,1.36,1,88,62,1,4.75,0.5,0.0,0.0,2.5,7.75
2,2024-01-04 10:56:00,2024-01-04 11:48:00,4,0.3,1,170,146,1,7.1,0.5,0.0,0.0,2.5,10.1
1,2024-01-09 20:55:00,2024-01-09 20:58:00,3,0.53,1,63,17,1,4.83,1.0,1.65,0.0,2.5,9.98
1,2024-01-07 22:55:00,2024-01-07 23:23:00,4,0.0,3,89,98,1,2.5,1.0,1.77,0.0,0.0,5.27
1,2024-01-03 08:59:00,2024-01-03 09:46:00,2,0.09,2,189,227,1,4.53,1.0,0.21,0.0,2.5,8.24
1,2024-01-11 00:30:00,2024-01-11 00:52:00,1,8.7,2,190,243,2,25.32,0.5,2.38,0.0,2.5,30.7
2,2024-01-06 00:39:00,2024-01-06 01:33:00,1,0.64,1,89,201,1,8.54,1.0,2.21,0.0,2.5,14.25
1,2024-01-11 01:29:00,2024-01-11 01:54:00,1,2.5,1,26,179,1,13.38,0.5,3.23,0.0,2.5,19.61
1,2024-01-12 13:13:00,2024-01-12 13:25:00,4,4.2,1,176,234,2,13.59,0.5,0.0,0.0,2.5,16.59
1,2024-01-08 04:37:00,2024-01-08 04:50:00,2,1.84,2,42,112,1,6.58,0.0,0.0,0.0,0.0,6.58
2,2024-01-12 21:54:00,2024-01-12 22:37:00,2,0.38,2,119,66,1,2.5,0.0,2.31,0.0,2.5,7.3100000000000005
1,2024-01-04 00:43:00,2024-01-04 01:26:00,1,3.0,1,169,245,2,8.4,1.0,0.0,0.0,0.0,9.4
2,2024-01-08 01:36:00,2024-01-08 01:43:00,1,2.11,2,108,245,2,5.91,0.5,0.0,0.0,2.5,8.91
2,2024-01-13 03:01:00,2024-01-13 03:04:00,3,3.02,1,147,72,2,11.79,0.5,0.13,0.0,0.0,12.42
1,2024-01-06 20:27:00,2024-01-06 20:46:00,1,3.38,3,176,49,1,11.65,0.5,0.9,0.0,0.0,13.05
1,2024-01-06 23:00:00,2024-01-06 23:24:00,3,8.52,2,189,190,1,23.86,0.0,0.0,0.0,2.5,26.36
1,2024-01-04 08:58:00,2024-01-04 09:34:00,3,1.96,2,160,177,1,7.79,0.5,3.27,0.0,2.5,14.059999999999999
1,2024-01-07 23:20:00,2024-01-08 00:07:00,3,0.96,1,74,161,1,6.95,1.0,0.0,6.55,2.5,17.0
2,2024-01-14 07:58:00,2024-01-14 08:41:00,1,2.4,1,18,150,1,11.04,1.0,0.0,0.0,0.0,12.04
2,2024-01-14 17:18:00,2024-01-14 17:49:00,1,0.16,2,140,70,2,2.5,0.0,2.72,0.0,0.0,5.220000000000001
2,2024-01-11 14:14:00,2024-01-11 14:20:00,2,5.24,1,115,33,1,17.35,1.0,1.61,0.0,2.5,22.46
2,2024-01-08 23:10:00,2024-01-08 23:17:00,1,0.29,1,225,77,1,2.5,0.5,0.0,6.55,0.0,9.55
2,2024-01-01 20:52:00,2024-01-01 21:05:00,1,0.91,1,46,110,1,7.8,0.5,2.61,6.55,2.5,19.96
2,2024-01-05 20:36:00,2024-01-05 21:29:00,1,3.89,3,38,139,2,15.85,1.0,0.0,6.55,0.0,23.400000000000002
2,2024-01-09 10:53:00,2024-01-09 11:16:00,1,2.09,3,206,35,1,6.61,0.0,1.16,6.55,2.5,16.82
2,2024-01-04 05:53:00,2024-01-04 06:30:00,2,1.15,2,9,235,1,4.3,0.5,5.12,6.55,0.0,16.47
2,2024-01-11 23:01:00,2024-01-11 23:15:00,2,1.48,2,253,200,2,5.99,0.5,0.77,6.55,2.5,16.31
2,2024-01-10 01:31:00,2024-01-10 01:59:00,2,4.43,2,108,151,1,12.4,0.0,0.0,0.0,0.0,12.4
1,2024-01-05 18:41:00,2024-01-05 19:34:00,1,0.96,3,98,34,1,6.53,0.5,0.48,0.0,0.0,7.51
1,2024-01-05 19:49:00,2024-01-05 20:10:00,1,4.69,2,71,124,1,15.45,1.0,0.26,0.0,2.5,19.21
1,2024-01-07 14:41:00,2024-01-07 15:28:00,4,0.21,1,39,32,1,6.01,1.0,0.85,0.0,0.0,7.859999999999999
2,2024-01-06 13:37:00,2024-01-06 13:46:00,1,3.45,1,90,124,1,9.91,0.0,0.0,0.0,0.0,9.91
1,2024-01-05 19:41:00,2024-01-05 20:30:00,1,4.33,1,219,78,1,13.58,0.0,2.32,0.0,2.5,18.4
2,2024-01-08 02:09:00,2024-01-08 02:18:00,2,0.46,1,107,76,2,2.5,1.0,0.41,0.0,2.5,6.41
2,2024-01-13 07:15:00,2024-01-13 07:43:00,2,1.29,1,96,60,2,4.1,0.0,0.0,0.0,2.5,6.6
1,2024-01-07 15:10:00,2024-01-07 15:52:00,1,0.42,2,32,85,1,2.5,1.0,1.54,0.0,0.0,5.04
2,2024-01-04 05:17:00,2024-01-04 05:24:00,1,2.82,3,126,80,1,13.39,0.0,1.58,0.0,0.0,14.97
1,2024-01-04 08:54:00,2024-01-04 09:17:00,3,1.76,2,147,172,1,6.18,1.0,0.99,0.0,2.5,10.67
2,2024-01-14 14:01:00,2024-01-14 14:17:00,1,2.32,2,24,258,1,9.81,0.5,4.4,0.0,0.0,14.71
2,2024-01-08 04:00:00,2024-01-08 04:06:00,3,0.5,1,209,221,2,3.45,0.5,0.84,0.0,0.0,4.79
1,2024-01-13 21:24:00,2024-01-13 21:49:00,1,0.55,1,120,46,1,2.5,1.0,0.0,0.0,0.0,3.5
1,2024-01-04 09:32:00,2024-01-04 10:16:00,1,0.1,3,140,73,1,2.86,0.5,0.0,6.55,2.5,12.41
1,2024-01-05 21:23:00,2024-01-05 21:45:00,1,0.89,1,82,54,1,6.99,1.0,2.76,0.0,2.5,13.25
1,2024-01-12 11:21:00,2024-01-12 11:38:00,1,1.89,2,208,221,1,5.29,0.0,2.36,0.0,2.5,10.15
1,2024-01-14 18:56:00,2024-01-14 19:48:00,1,4.49,1,33,9,2,17.59,0.5,0.46,0.0,2.5,21.05
1,2024-01-14 08:16:00,2024-01-14 09:10:00,4,2.53,3,24,172,1,7.96,0.5,0.0,0.0,0.0,8.46
2,2024-01-14 20:43:00,2024-01-14 21:30:00,2,1.31,1,61,84,1,5.46,0.5,0.0,0.0,2.5,8.46
2,2024-01-03 21:24:00,2024-01-03 21:55:00,1,7.04,2,189,12,1,24.04,1.0,2.48,0.0,2.5,30.02
2,2024-01-06 12:21:00,2024-01-06 12:31:00,2,2.92,3,84,32,1,9.52,0.5,1.0,0.0,0.0,11.02
2,2024-01-10 23:48:00,2024-01-11 00:31:00,3,6.12,1,225,178,1,20.23,0.0,4.07,0.0,2.5,26.8
1,2024-01-04 20:49:00,2024-01-04 21:39:00,2,1.72,3,168,114,1,7.03,0.5,8.42,0.0,0.0,15.95
2,2024-01-03 23:40:00,2024-01-04 00:01:00,2,0.69,2,186,26,1,5.26,0.0,0.51,6.55,0.0,12.32
2,2024-01-05 08:29:00,2024-01-05 09:19:00,2,0.12,3,72,237,2,2.5,0.5,0.0,0.0,0.0,3.0
1,2024-01-03 15:38:00,2024-01-03 16:19:00,1,2.98,2,74,172,2,8.34,0.5,0.01,0.0,0.0,8.85
2,2024-01-09 08:15:00,2024-01-09 09:03:00,1,0.3,3,153,233,2,5.38,0.0,2.75,0.0,0.0,8.129999999999999
1,2024-01-09 11:54:00,2024-01-09 12:24:00,3,0.83,3,96,37,2,7.92,0.5,1.18,0.0,2.5,12.1
1,2024-01-13 16:50:00,2024-01-13 17:38:00,1,1.75,1,53,13,2,5.62,0.0,0.47,0.0,0.0,6.09
1,2024-01-05 08:14:00,2024-01-05 08:43:00,4,1.91,2,174,106,1,7.74,0.0,0.0,6.55,2.5,16.79
2,2024-01-12 21:44:00,2024-01-12 21:50:00,3,2.11,1,110,126,1,9.64,0.0,3.66,6.55,2.5,22.35
1,2024-01-06 02:30:00,2024-01-06 02:47:00,4,0.42,3,51,130,1,5.91,0.5,0.26,0.0,0.0,6.67
